Date,BND,SPY,TSLA
2015-01-02,62.57308578491211,172.59286499023438,14.620667457580566
2015-01-05,62.75483322143555,169.47589111328125,14.005999565124512
2015-01-06,62.9365348815918,167.87960815429688,14.085332870483398
2015-01-07,62.97438049316406,169.97158813476562,14.063332557678223
2015-01-08,62.8759651184082,172.98777770996094,14.041333198547363
2015-01-09,62.98192596435547,171.60150146484375,13.77733325958252
2015-01-12,63.065269470214844,170.25726318359375,13.480667114257812
2015-01-13,63.12578201293945,169.77838134765625,13.616666793823242
2015-01-14,63.2696647644043,168.75335693359375,12.845999717712402
2015-01-15,63.54977798461914,167.20748901367188,12.791333198547363
2015-01-16,63.360477447509766,169.40032958984375,12.871333122253418
2015-01-20,63.292320251464844,169.76156616210938,12.795332908630371
2015-01-21,63.17124557495117,170.6185760498047,13.104666709899902
2015-01-22,63.18635940551758,173.15582275390625,13.441332817077637
2015-01-23,63.39078903198242,172.20640563964844,13.419333457946777
2015-01-26,63.31508255004883,172.60964965820312,13.770000457763672
2015-01-27,63.3529167175293,170.33291625976562,13.732000350952148
2015-01-28,63.580047607421875,168.14845275878906,13.291333198547363
2015-01-29,63.511924743652344,169.70274353027344,13.680000305175781
2015-01-30,63.86017990112305,167.56874084472656,13.573332786560059
2015-02-02,63.7843017578125,169.6439208984375,14.062666893005371
2015-02-03,63.58708572387695,172.0972442626953,14.557332992553711
2015-02-04,63.60985565185547,171.4418487548828,14.569999694824219
2015-02-05,63.47328186035156,173.1725616455078,14.732666969299316
2015-02-06,63.06364059448242,172.69371032714844,14.490667343139648
2015-02-09,63.040870666503906,171.9207763671875,14.498666763305664
2015-02-10,62.92707443237305,173.75228881835938,14.419333457946777
2015-02-11,62.92707443237305,173.85313415527344,14.186667442321777
2015-02-12,62.95738220214844,175.5250244140625,13.525333404541016
2015-02-13,62.81331253051758,176.24754333496094,13.584667205810547
2015-02-17,62.56294631958008,176.5248260498047,13.623332977294922
2015-02-18,62.73738098144531,176.54156494140625,13.630666732788086
2015-02-19,62.684329986572266,176.4156036376953,14.11400032043457
2015-02-20,62.69947052001953,177.4741973876953,14.473999977111816
2015-02-23,62.828453063964844,177.44894409179688,13.822667121887207
2015-02-24,63.08643341064453,177.9530487060547,13.607333183288574
2015-02-25,63.147071838378906,177.80186462402344,13.583999633789062
2015-02-26,62.97263717651367,177.59182739257812,13.812666893005371
2015-02-27,63.025718688964844,176.9868621826172,13.555999755859375
2015-03-02,62.82197570800781,178.1043243408203,13.155332565307617
2015-03-03,62.74598693847656,177.3733367919922,13.303999900817871
2015-03-04,62.74598693847656,176.62564086914062,13.496000289916992
2015-03-05,62.78400802612305,176.81887817382812,13.375332832336426
2015-03-06,62.41915512084961,174.33203125,12.925333023071289
2015-03-09,62.49512481689453,175.05450439453125,12.725333213806152
2015-03-10,62.73838424682617,172.21485900878906,12.687999725341797
2015-03-11,62.80678176879883,171.8115234375,12.916000366210938
2015-03-12,62.852378845214844,173.99594116210938,12.73799991607666
2015-03-13,62.79158020019531,172.92893981933594,12.578666687011719
2015-03-16,62.91316604614258,175.2393798828125,13.046667098999023
2015-03-17,62.96640396118164,174.71852111816406,12.982000350952148
2015-03-18,63.35405349731445,176.81887817382812,13.380666732788086
2015-03-19,63.16400909423828,176.01231384277344,13.043333053588867
2015-03-20,63.33125305175781,177.56591796875,13.20533275604248
2015-03-23,63.36166763305664,177.21995544433594,13.308667182922363
2015-03-24,63.46809005737305,176.22415161132812,13.447999954223633
2015-03-25,63.36922836303711,173.6417999267578,12.953332901000977
2015-03-26,63.16400909423828,173.22828674316406,12.694000244140625
2015-03-27,63.224822998046875,173.62490844726562,12.333333015441895
2015-03-30,63.30085754394531,175.7431182861328,12.704667091369629
2015-03-31,63.36922836303711,174.20716857910156,12.584667205810547
2015-04-01,63.62144470214844,173.59117126464844,12.505999565124512
2015-04-02,63.53759765625,174.21559143066406,12.733332633972168
2015-04-06,63.59096908569336,175.38868713378906,13.539999961853027
2015-04-07,63.62903594970703,174.92453002929688,13.550000190734863
2015-04-08,63.583335876464844,175.51527404785156,13.844667434692383
2015-04-09,63.446189880371094,176.2916259765625,14.005999565124512
2015-04-10,63.415714263916016,177.2537078857422,14.0600004196167
2015-04-13,63.43098831176758,176.45196533203125,13.985333442687988
2015-04-14,63.54525375366211,176.78956604003906,13.830666542053223
2015-04-15,63.6061897277832,177.58282470703125,13.85533332824707
2015-04-16,63.59096908569336,177.5321807861328,13.779999732971191
2015-04-17,63.69763946533203,175.48995971679688,13.78600025177002
2015-04-20,63.62903594970703,177.09335327148438,13.684666633605957
2015-04-21,63.55287551879883,176.8824005126953,13.96066665649414
2015-04-22,63.31666946411133,177.75160217285156,14.629332542419434
2015-04-23,63.4385986328125,178.19888305664062,14.573332786560059
2015-04-24,63.53759765625,178.61236572265625,14.562000274658203
2015-04-27,63.49192810058594,177.86972045898438,15.436667442321777
2015-04-28,63.29383087158203,178.43519592285156,15.36533260345459
2015-04-29,63.09579849243164,177.70094299316406,15.49666690826416
2015-04-30,63.16436004638672,175.92025756835938,15.069999694824219
2015-05-01,62.972721099853516,177.82757568359375,15.0686674118042
2015-05-04,62.88113021850586,178.33387756347656,15.36733341217041
2015-05-05,62.78193283081055,176.2916259765625,15.529999732971191
2015-05-06,62.60633087158203,175.56591796875,15.362000465393066
2015-05-07,62.736106872558594,176.26634216308594,15.786666870117188
2015-05-08,62.90406036376953,178.5870819091797,15.77400016784668
2015-05-11,62.575828552246094,177.73463439941406,15.965999603271484
2015-05-12,62.499454498291016,177.20309448242188,16.31599998474121
